id, pred
287, 6
288, 1
289, 9
290, 8
291, 9
292, 1
293, 5
294, 3
295, 4
296, 6
297, 6
298, 2
299, 9
300, 1
301, 1
302, 6
303, 4
304, 9
305, 6
306, 2
307, 0
308, 6
309, 0
310, 7
311, 0
312, 9
313, 8
314, 2
315, 2
316, 0
317, 9
318, 7
319, 8
320, 0
321, 6
322, 3
323, 8
324, 7
325, 6
326, 2
327, 2
328, 2
329, 0
330, 4
331, 1
332, 0
333, 9
334, 8
335, 7
336, 7
337, 0
338, 8
339, 0
340, 8
341, 7
342, 7
343, 7
344, 0
345, 0
346, 6
347, 6
348, 2
349, 8
350, 7
351, 6
352, 5
353, 7
354, 7
355, 0
356, 0
357, 1
358, 4
359, 3
360, 2
361, 7
362, 3
363, 0
364, 5
365, 8
366, 0
367, 0
368, 1
369, 3
370, 4
371, 2
372, 8
373, 9
374, 1
375, 2
376, 3
377, 0
378, 2
379, 6
380, 1
381, 9
382, 2
383, 6
384, 7
385, 0
386, 8
387, 2
388, 4
389, 0
390, 4
391, 2
392, 5
393, 8
394, 5
395, 4
396, 6
397, 2
398, 8
399, 3
400, 3
401, 0
402, 0
403, 2
404, 1
405, 7
406, 0
407, 5
408, 6
409, 3
410, 7
411, 3
412, 9
413, 4
414, 4
415, 8
416, 4
417, 7
418, 9
419, 7
420, 4
421, 9
422, 1
423, 0
424, 0
425, 3
426, 3
427, 0
428, 9
429, 6
430, 0
431, 3
432, 4
433, 6
434, 4
435, 2
436, 3
437, 0
438, 2
439, 1
440, 3
441, 9
442, 5
443, 2
444, 6
445, 4
446, 2
447, 1
448, 6
449, 4
450, 2
451, 3
452, 0
453, 8
454, 2
455, 2
456, 3
457, 0
458, 6
459, 9
460, 0
461, 7
462, 1
463, 4
464, 2
465, 2
466, 1
467, 3
468, 4
469, 8
470, 9
471, 7
472, 9
473, 2
474, 0
475, 1
476, 0
477, 2
478, 2
479, 4
480, 0
481, 4
482, 0
483, 8
484, 2
485, 0
486, 9
487, 0
488, 9
489, 8
490, 1
491, 5
492, 2
493, 4
494, 3
495, 9
496, 2
497, 1
498, 4
499, 0
500, 1
501, 8
502, 2
503, 0
504, 3
505, 7
506, 3
507, 1
508, 2
509, 0
510, 6
511, 3
512, 2
513, 0
514, 2
515, 2
516, 2
517, 0
518, 0
519, 0
520, 8
521, 2
522, 8
523, 3
524, 0
525, 8
526, 7
527, 0
528, 9
529, 0
530, 0
531, 6
532, 0
533, 2
534, 9
535, 0
536, 1
537, 9
538, 0
539, 2
540, 3
541, 8
542, 3
543, 6
544, 4
545, 0
546, 8
547, 1
548, 2
549, 0
550, 6
551, 9
552, 7
553, 6
554, 4
555, 1
556, 0
557, 3
558, 1
559, 5
560, 0
561, 7
562, 8
563, 8
564, 2
565, 0
566, 9
567, 3
568, 1
569, 2
570, 1
571, 2
572, 0
573, 1
574, 2
575, 0
576, 9
577, 1
578, 6
579, 2
580, 9
581, 4
582, 2
583, 9
584, 3
585, 0
586, 7
587, 3
588, 2
589, 8
590, 8
591, 7
592, 0
593, 2
594, 0
595, 8
596, 6
597, 2
598, 2
599, 2
600, 2
601, 9
602, 3
603, 1
604, 6
605, 2
606, 3
607, 2
608, 0
609, 0
610, 8
611, 5
612, 2
613, 7
614, 3
615, 1
616, 2
617, 3
618, 1
619, 0
620, 3
621, 0
622, 0
623, 6
624, 7
625, 0
626, 6
627, 3
628, 2
629, 2
630, 4
631, 2
632, 6
633, 7
634, 0
635, 9
636, 1
637, 2
638, 4
639, 5
640, 2
641, 1
642, 6
643, 7
644, 2
645, 5
646, 6
647, 5
648, 4
649, 7
650, 7
651, 5
652, 1
653, 2
654, 9
655, 6
656, 4
657, 6
658, 7
659, 6
660, 9
661, 4
662, 1
663, 2
664, 6
665, 7
666, 1
667, 6
668, 8
669, 9
670, 4
671, 7
672, 9
673, 0
674, 9
675, 6
676, 2
677, 5
678, 5
679, 9
680, 9
681, 3
682, 5
683, 0
684, 6
685, 6
686, 2
687, 6
688, 1
689, 5
690, 0
691, 6
692, 5
693, 9
694, 6
695, 7
696, 9
697, 0
698, 2
699, 0
700, 1
701, 2
702, 2
703, 0
704, 2
705, 8
706, 2
707, 2
708, 1
709, 2
710, 0
711, 3
712, 3
713, 2
714, 0
715, 3
716, 9
717, 0
718, 6
719, 9
720, 9
721, 8
722, 1
723, 2
724, 1
725, 4
726, 4
727, 0
728, 6
729, 7
730, 1
731, 1
732, 5
733, 2
734, 0
735, 2
736, 5
737, 6
738, 1
739, 0
740, 3
741, 0
742, 2
743, 1
744, 8
745, 1
746, 2
747, 0
748, 0
749, 7
750, 2
751, 9
752, 2
753, 1
754, 5
755, 6
756, 2
757, 9
758, 6
759, 7
760, 3
761, 9
762, 6
763, 8
764, 8
765, 6
766, 7
767, 0
768, 3
769, 0
770, 9
771, 4
772, 5
773, 9
774, 0
775, 3
776, 7
777, 4
778, 8
779, 0
780, 0
781, 0
782, 6
783, 0
784, 4
785, 3
786, 8
787, 2
788, 8
789, 0
790, 3
791, 1
792, 4
793, 4
794, 2
795, 9
796, 1
797, 0
798, 7
799, 2
800, 4
801, 7
802, 8
803, 7
804, 6
805, 8
806, 8
807, 0
808, 4
809, 6
810, 9
811, 2
812, 9
813, 6
814, 8
815, 2
816, 9
817, 0
818, 9
819, 0
820, 2
821, 7
822, 0
823, 1
824, 0
825, 2
826, 4
827, 2
828, 2
829, 1
830, 5
831, 6
832, 2
833, 1
834, 3
835, 5
836, 7
837, 0
838, 5
839, 2
840, 8
841, 1
842, 4
843, 5
844, 8
845, 8
846, 8
847, 7
848, 8
849, 5
850, 9
851, 8
852, 2
853, 2
854, 0
855, 1
856, 2
857, 5
858, 2
859, 9
860, 6
861, 0
862, 3
863, 4
864, 0
865, 0
866, 7
867, 2
868, 2
869, 2
870, 4
871, 8
872, 6
873, 0
874, 1
875, 3
876, 4
877, 0
878, 2
879, 2
880, 4
881, 5
882, 9
883, 6
884, 9
885, 3
886, 0
887, 4
888, 4
889, 5
890, 0
891, 4
892, 1
893, 7
894, 8
895, 7
896, 4
897, 2
898, 2
899, 1
900, 2
901, 3
902, 9
903, 4
904, 0
905, 2
906, 0
907, 1
908, 2
909, 3
910, 8
911, 8
912, 9
913, 4
914, 9
915, 5
916, 0
917, 5
918, 4
919, 5
920, 3
921, 0
922, 0
923, 4
924, 2
925, 4
926, 1
927, 1
928, 6
929, 7
930, 4
931, 2
932, 8
933, 6
934, 3
935, 1
936, 0
937, 5
938, 5
939, 1
940, 6
941, 0
942, 6
943, 3
944, 6
945, 9
946, 9
947, 3
948, 3
949, 2
950, 0
951, 2
952, 6
953, 1
954, 2
955, 2
956, 6
957, 3
958, 2
959, 3
960, 7
961, 6
962, 6
963, 8
964, 1
965, 4
966, 3
967, 3
968, 7
969, 3
970, 5
971, 7
972, 4
973, 3
974, 2
975, 2
976, 6
977, 1
978, 5
979, 2
980, 6
981, 0
982, 5
983, 0
984, 2
985, 7
986, 0
987, 6
988, 6
989, 0
990, 2
991, 2
992, 2
993, 4
994, 8
995, 7
996, 3
997, 0
998, 4
999, 0
1000, 6
1001, 5
1002, 9
1003, 6
1004, 1
1005, 1
1006, 0
1007, 4
1008, 8
1009, 0
1010, 3
1011, 0
1012, 4
1013, 6
1014, 4
1015, 7
1016, 7
1017, 6
1018, 6
1019, 0
1020, 3
1021, 6
1022, 0
1023, 0
1024, 6
1025, 6
1026, 4
1027, 3
1028, 1
1029, 0
1030, 2
1031, 6
1032, 1
1033, 8
1034, 6
1035, 6
1036, 2
1037, 6
1038, 1
1039, 9
1040, 0
1041, 4
1042, 2
1043, 7
1044, 2
1045, 2
1046, 5
1047, 8
1048, 3
1049, 0
1050, 0
1051, 2
1052, 6
1053, 0
1054, 2
1055, 6
1056, 1
1057, 8
1058, 6
1059, 3
1060, 3
1061, 0
1062, 9
1063, 3
1064, 0
1065, 0
1066, 2
1067, 5
1068, 7
1069, 6
1070, 6
1071, 2
1072, 5
1073, 6
1074, 0
1075, 4
1076, 1
1077, 1
1078, 5
1079, 2
1080, 9
1081, 4
1082, 3
1083, 7
1084, 2
1085, 0
1086, 0
1087, 0
1088, 1
1089, 9
1090, 2
1091, 0
1092, 2
1093, 6
1094, 8
1095, 2
1096, 3
1097, 0
1098, 8
1099, 2
1100, 7
1101, 3
1102, 0
1103, 0
1104, 3
1105, 6
1106, 3
1107, 8
1108, 4
1109, 3
1110, 8
1111, 7
1112, 6
1113, 2
1114, 3
1115, 8
1116, 3
1117, 0
1118, 4
1119, 0
1120, 8
1121, 3
1122, 7
1123, 6
1124, 0
1125, 1
1126, 0
1127, 7
1128, 8
1129, 1
1130, 6
1131, 8
1132, 8
1133, 2
1134, 8
1135, 0
1136, 6
1137, 0
1138, 6
1139, 7
1140, 0
1141, 6
1142, 0
1143, 6
1144, 6
1145, 5
1146, 3
1147, 8
1148, 6
1149, 2
1150, 2
1151, 9
1152, 3
1153, 1
1154, 9
1155, 2
1156, 9
1157, 0
1158, 8
1159, 8
1160, 3
1161, 3
1162, 2
1163, 4
1164, 8
1165, 1
1166, 5
1167, 1
1168, 9
1169, 9
1170, 9
1171, 1
1172, 1
1173, 1
1174, 2
1175, 7
1176, 4
1177, 1
1178, 3
1179, 2
1180, 6
1181, 6
1182, 0
1183, 4
1184, 2
1185, 2
1186, 6
1187, 6
1188, 6
1189, 7
1190, 7
1191, 0
1192, 8
1193, 2
1194, 7
1195, 2
1196, 6
1197, 0
1198, 5
1199, 4
1200, 0
1201, 8
1202, 5
1203, 2
1204, 5
1205, 6
1206, 6
1207, 8
1208, 3
1209, 0
1210, 3
1211, 2
1212, 2
1213, 5
1214, 1
1215, 6
1216, 2
1217, 1
1218, 3
1219, 5
1220, 0
1221, 8
1222, 9
1223, 1
1224, 0
1225, 8
1226, 9
1227, 1
1228, 6
1229, 3
1230, 0
1231, 2
1232, 7
1233, 0
1234, 1
1235, 0
1236, 7
1237, 3
1238, 0
1239, 7
1240, 2
1241, 1
1242, 9
1243, 7
1244, 1
1245, 3
1246, 0
1247, 2
1248, 6
1249, 2
1250, 2
1251, 3
1252, 4
1253, 2
1254, 6
1255, 0
1256, 6
1257, 0
1258, 6
1259, 1
1260, 7
1261, 9
1262, 4
1263, 7
1264, 4
1265, 8
1266, 6
1267, 0
1268, 2
1269, 1
1270, 5
1271, 8
1272, 8
1273, 3
1274, 8
1275, 1
1276, 1
1277, 3
1278, 2
1279, 5
1280, 9
1281, 2
1282, 6
1283, 4
1284, 0
1285, 0
1286, 1
1287, 1
1288, 2
1289, 7
1290, 6
1291, 1
1292, 2
1293, 1
1294, 9
1295, 2
1296, 2
1297, 8
1298, 0
1299, 6
1300, 2
1301, 2
1302, 5
1303, 9
1304, 6
1305, 9
1306, 9
1307, 8
1308, 2
1309, 6
1310, 7
1311, 8
1312, 2
1313, 0
1314, 3
1315, 9
1316, 1
1317, 2
1318, 8
1319, 2
1320, 6
1321, 1
1322, 0
1323, 4
1324, 0
1325, 2
1326, 9
1327, 1
1328, 2
1329, 0
1330, 2
1331, 7
1332, 1
1333, 2
1334, 8
1335, 8
1336, 1
1337, 8
1338, 6
1339, 6
1340, 7
1341, 9
1342, 0
1343, 4
1344, 0
1345, 1
1346, 6
1347, 1
1348, 8
1349, 9
1350, 0
1351, 7
1352, 1
1353, 9
1354, 6
1355, 2
1356, 0
1357, 4
1358, 1
1359, 0
1360, 1
1361, 2
1362, 3
1363, 6
1364, 0
1365, 9
1366, 8
1367, 0
1368, 1
1369, 1
1370, 4
1371, 3
1372, 1
1373, 0
1374, 2
1375, 7
1376, 1
1377, 2
1378, 0
1379, 3
1380, 0
1381, 9
1382, 2
1383, 4
1384, 0
1385, 9
1386, 7
1387, 2
1388, 9
1389, 4
1390, 6
1391, 0
1392, 6
1393, 7
1394, 2
1395, 6
1396, 9
1397, 2
1398, 0
1399, 7
1400, 0
1401, 0
1402, 3
1403, 8
1404, 8
1405, 7
1406, 1
1407, 6
1408, 0
1409, 4
1410, 0
1411, 3
1412, 0
1413, 0
1414, 3
1415, 0
1416, 1
1417, 0
1418, 2
1419, 0
1420, 5
1421, 0
1422, 8
1423, 2
1424, 5
1425, 0
1426, 9
1427, 9
1428, 0
1429, 9
1430, 0
1431, 7
1432, 6
1433, 5
1434, 0
1435, 0
1436, 6
1437, 8
1438, 8
1439, 9
1440, 9
1441, 0
1442, 1
1443, 6
1444, 1
1445, 9
1446, 8
1447, 7
1448, 3
1449, 7
1450, 8
1451, 9
1452, 1
1453, 8
1454, 0
1455, 0
1456, 6
1457, 5
1458, 0
1459, 0
1460, 4
1461, 0
1462, 1
1463, 9
1464, 4
1465, 2
1466, 3
1467, 4
1468, 0
1469, 2
1470, 5
1471, 0
1472, 2
1473, 2
1474, 5
1475, 0
1476, 0
1477, 6
1478, 8
1479, 1
1480, 0
1481, 7
1482, 1
1483, 4
1484, 1
1485, 1
1486, 4
1487, 5
1488, 6
1489, 9
1490, 2
1491, 2
1492, 5
1493, 6
1494, 9
1495, 6
1496, 5
1497, 9
1498, 5
1499, 5
1500, 2
1501, 6
1502, 8
1503, 0
1504, 5
1505, 2
1506, 2
1507, 1
1508, 5
1509, 5
1510, 5
1511, 0
1512, 7
1513, 8
1514, 6
1515, 9
1516, 2
1517, 7
1518, 2
1519, 2
1520, 9
1521, 7
1522, 6
1523, 0
1524, 5
1525, 3
1526, 7
1527, 8
1528, 7
1529, 7
1530, 7
1531, 6
1532, 6
1533, 6
1534, 6
1535, 3
1536, 2
1537, 9
1538, 4
1539, 6
1540, 9
1541, 9
1542, 5
1543, 8
1544, 8
1545, 6
1546, 9
1547, 8
1548, 0
1549, 6
1550, 9
1551, 2
1552, 4
1553, 2
1554, 0
1555, 1
1556, 8
1557, 6
1558, 2
1559, 8
1560, 4
1561, 3
1562, 4
1563, 2
1564, 9
1565, 1
1566, 7
1567, 2
1568, 0
1569, 9
1570, 6
1571, 3
1572, 0
1573, 7
1574, 2
1575, 4
1576, 7
1577, 3
1578, 2
1579, 8
1580, 4
1581, 4
1582, 7
1583, 0
1584, 2
1585, 6
1586, 9
1587, 6
1588, 0
1589, 0
1590, 0
1591, 2
1592, 6
1593, 1
1594, 1
1595, 7
1596, 7
1597, 3
1598, 6
1599, 9
1600, 2
1601, 0
1602, 6
1603, 9
1604, 6
1605, 9
1606, 1
1607, 2
1608, 1
1609, 2
1610, 1
1611, 7
1612, 2
1613, 4
1614, 0
1615, 3
1616, 6
1617, 2
1618, 0
1619, 3
1620, 0
1621, 2
1622, 3
1623, 6
1624, 6
1625, 3
1626, 1
1627, 2
1628, 8
1629, 2
1630, 2
1631, 5
1632, 2
1633, 6
1634, 9
1635, 1
1636, 1
1637, 5
1638, 2
1639, 0
1640, 2
1641, 5
1642, 7
1643, 0
1644, 1
1645, 8
1646, 1
1647, 1
1648, 1
1649, 8
1650, 2
1651, 0
1652, 8
1653, 1
1654, 0
1655, 2
1656, 7
1657, 3
1658, 0
1659, 4
1660, 5
1661, 2
1662, 0
1663, 1
1664, 0
1665, 8
1666, 9
1667, 7
1668, 2
1669, 6
1670, 4
1671, 0
1672, 2
1673, 0
1674, 2
1675, 0
1676, 1
1677, 1
1678, 8
1679, 3
1680, 5
1681, 4
1682, 0
1683, 8
1684, 2
1685, 1
1686, 4
1687, 8
1688, 5
1689, 4
1690, 8
1691, 2
1692, 4
1693, 6
1694, 3
1695, 0
1696, 0
1697, 2
1698, 6
1699, 4
1700, 3
1701, 6
1702, 8
1703, 2
1704, 0
1705, 0
1706, 3
1707, 3
1708, 1
1709, 2
1710, 1
1711, 0
1712, 2
1713, 2
1714, 2
1715, 2
1716, 2
1717, 0
1718, 9
1719, 4
1720, 2
1721, 4
1722, 1
1723, 4
1724, 2
1725, 6
1726, 3
1727, 0
1728, 6
1729, 0
1730, 3
1731, 5
1732, 0
1733, 2
1734, 4
1735, 6
1736, 0
1737, 2
1738, 2
1739, 1
1740, 8
1741, 5
1742, 9
1743, 9
1744, 8
1745, 6
1746, 0
1747, 2
1748, 2
1749, 6
1750, 9
1751, 1
1752, 4
1753, 9
1754, 9
1755, 7
1756, 7
1757, 4
1758, 3
1759, 1
1760, 6
1761, 9
1762, 7
1763, 6
1764, 2
1765, 6
1766, 9
1767, 0
1768, 0
1769, 0
1770, 9
1771, 9
1772, 0
1773, 2
1774, 0
1775, 2
1776, 4
1777, 9
1778, 9
1779, 0
1780, 2
1781, 6
1782, 2
1783, 1
1784, 4
1785, 7
1786, 1
1787, 7
1788, 1
1789, 3
1790, 9
1791, 2
1792, 0
1793, 6
1794, 6
1795, 2
1796, 9
1797, 2
1798, 7
1799, 0
1800, 4
1801, 8
1802, 3
1803, 2
1804, 8
1805, 1
1806, 9
1807, 6
1808, 1
1809, 4
1810, 4
1811, 8
1812, 5
1813, 1
1814, 6
1815, 0
1816, 0
1817, 0
1818, 7
1819, 9
1820, 1
1821, 0
1822, 4
1823, 4
1824, 6
1825, 7
1826, 9
1827, 3
1828, 5
1829, 4
1830, 5
1831, 0
1832, 1
1833, 7
1834, 0
1835, 7
1836, 6
1837, 2
1838, 7
1839, 0
1840, 1
1841, 2
1842, 7
1843, 9
1844, 2
1845, 1
1846, 4
1847, 1
1848, 8
1849, 7
1850, 0
1851, 5
1852, 8
1853, 3
1854, 2
1855, 6
1856, 0
1857, 1
1858, 4
1859, 9
1860, 4
1861, 0
1862, 9
1863, 0
1864, 2
1865, 6
1866, 8
1867, 1
1868, 0
1869, 2
1870, 0
1871, 2
1872, 6
1873, 8
1874, 2
1875, 1
1876, 2
1877, 4
1878, 3
1879, 9
1880, 0
1881, 2
1882, 6
1883, 9
1884, 8
1885, 6
1886, 3
1887, 4
1888, 9
1889, 0
1890, 6
1891, 1
1892, 2
1893, 0
1894, 3
1895, 9
1896, 8
1897, 3
1898, 0
1899, 8
1900, 0
1901, 6
1902, 8
1903, 2
1904, 3
1905, 3
1906, 6
1907, 9
1908, 0
1909, 2
1910, 2
1911, 2
1912, 8
1913, 2
1914, 2
1915, 0
1916, 1
1917, 4
1918, 0
1919, 9
1920, 0
1921, 7
1922, 0
1923, 8
1924, 0
1925, 7
1926, 9
1927, 0
1928, 2
1929, 4
1930, 0
1931, 6
1932, 9
1933, 2
1934, 0
1935, 6
1936, 3
1937, 5
1938, 0
1939, 8
1940, 0
1941, 8
1942, 6
1943, 2
1944, 0
1945, 6
1946, 1
1947, 0
1948, 4
1949, 0
1950, 9
1951, 2
1952, 0
1953, 0
1954, 3
1955, 7
1956, 3
1957, 6
1958, 1
1959, 5
1960, 9
1961, 2
1962, 3
1963, 3
1964, 8
1965, 0
1966, 2
1967, 7
1968, 6
1969, 8
1970, 1
1971, 2
1972, 3
1973, 7
1974, 0
1975, 3
1976, 2
1977, 8
1978, 4
1979, 2
1980, 3
1981, 5
1982, 4
1983, 0
1984, 3
1985, 6
1986, 2
1987, 5
1988, 8
1989, 9
1990, 4
1991, 0
1992, 6
1993, 9
1994, 3
1995, 4
1996, 0
1997, 6
1998, 9
1999, 0
